activity_id,deal_id,rep_id,activity_type,activity_date,duration_minutes,outcome
1805,841,14,Demo,2023-08-16 03:53:03,94,Positive
1806,950,97,Call,2024-12-27 02:55:17,54,Negative
1807,479,37,Demo,2024-01-11 11:59:54,14,Neutral
1808,807,70,Demo,2024-10-18 16:42:26,48,Neutral
1809,359,98,Call,2025-02-19 00:54:41,74,Positive
1810,370,99,Email,2023-12-24 03:24:22,53,Positive
1811,878,88,Proposal Sent,2024-03-07 09:48:56,45,Negative
1812,1479,94,Call,2024-06-20 17:52:15,79,Negative
1813,352,50,Demo,2024-05-08 16:31:01,29,Positive
1814,1374,10,Meeting,2023-12-17 23:01:01,55,Positive
1815,431,58,Email,2023-05-06 09:48:28,79,Negative
1816,119,32,Email,2024-03-22 23:19:55,8,Neutral
1817,575,60,Proposal Sent,2023-07-07 23:29:24,42,Neutral
1818,663,12,Meeting,2023-05-05 05:45:03,115,Neutral
1819,32,42,Demo,2024-02-25 16:38:35,10,Positive
1820,1478,98,Demo,2023-10-15 15:32:46,60,Neutral
1821,790,50,Demo,2023-01-02 10:52:18,36,Positive
1822,926,4,Meeting,2023-02-06 15:25:56,108,Neutral
1823,1135,40,Follow-up,2023-01-20 15:48:09,110,Positive
1824,606,57,Email,2023-04-13 16:59:25,11,Neutral
1825,261,18,Demo,2024-12-11 02:05:21,93,Positive
1826,880,72,Follow-up,2023-04-14 11:48:36,85,Negative
1827,583,19,Call,2023-06-02 14:01:05,13,Positive
1828,180,39,Follow-up,2023-01-10 15:49:47,102,Negative
1829,144,95,Email,2024-05-25 00:21:12,30,Neutral
1830,860,42,Follow-up,2024-04-01 11:30:10,76,Neutral
1831,1091,6,Call,2024-12-20 00:45:21,93,Positive
1832,412,49,Demo,2023-06-22 19:59:04,52,Positive
1833,1089,23,Demo,2025-03-18 16:28:58,64,Negative
1834,301,61,Follow-up,2024-12-05 01:19:24,26,Positive
1835,208,1,Meeting,2024-11-02 11:45:59,67,Positive
1836,1177,15,Meeting,2024-12-03 03:06:21,65,Negative
1837,225,28,Email,2023-08-22 04:15:41,36,Positive
1838,266,22,Meeting,2025-03-28 14:32:02,92,Positive
1839,682,60,Meeting,2024-08-06 03:40:59,69,Negative
1840,724,85,Email,2024-04-07 18:28:55,73,Positive
1841,1310,64,Meeting,2023-05-06 11:25:12,61,Positive
1842,335,12,Call,2024-01-14 21:23:18,52,Negative
1843,887,65,Meeting,2024-03-02 20:38:15,116,Positive
1844,558,8,Proposal Sent,2025-02-08 14:10:50,32,Negative
1845,786,41,Proposal Sent,2024-01-02 07:11:49,101,Positive
1846,744,71,Call,2023-01-20 10:51:35,14,Neutral
1847,1303,82,Follow-up,2024-01-02 14:27:51,48,Positive
1848,40,77,Follow-up,2023-09-21 00:11:01,49,Neutral
1849,1142,7,Meeting,2023-04-04 02:44:36,55,Positive
1850,230,100,Meeting,2024-01-06 07:07:35,85,Neutral
1851,72,23,Email,2023-03-13 19:59:38,69,Neutral
1852,469,84,Email,2024-10-25 01:23:15,34,Positive
1853,688,62,Call,2023-07-09 08:28:23,41,Neutral
1854,1264,82,Demo,2024-06-18 00:58:19,46,Neutral
1855,47,70,Proposal Sent,2025-02-20 23:45:08,19,Neutral
1856,771,66,Demo,2023-11-20 19:30:49,35,Positive
1857,221,58,Demo,2023-02-28 22:31:26,17,Positive
1858,1483,91,Call,2023-07-14 14:15:55,61,Negative
1859,79,94,Proposal Sent,2024-07-31 02:56:39,11,Negative
1860,1130,26,Meeting,2024-01-16 10:52:14,68,Neutral
1861,713,75,Demo,2025-02-03 17:51:46,119,Positive
1862,1352,63,Call,2025-01-21 19:08:50,15,Positive
1863,491,37,Follow-up,2023-12-13 16:07:38,43,Neutral
1864,225,28,Proposal Sent,2025-02-06 01:38:21,43,Negative
1865,901,96,Follow-up,2023-12-29 08:03:58,88,Negative
1866,1463,3,Follow-up,2023-06-24 12:05:05,72,Neutral
1867,778,86,Demo,2023-02-14 22:49:52,108,Positive
1868,80,19,Proposal Sent,2024-09-28 13:24:51,27,Neutral
1869,289,70,Demo,2024-10-09 21:00:04,44,Positive
1870,550,27,Follow-up,2023-11-08 09:46:02,60,Positive
1871,319,49,Email,2023-04-20 15:43:40,40,Neutral
1872,734,5,Email,2023-09-23 04:22:56,73,Neutral
1873,46,68,Email,2024-06-22 10:29:03,81,Neutral
1874,533,100,Proposal Sent,2024-10-28 20:50:32,119,Negative
1875,384,41,Meeting,2023-09-25 02:59:07,73,Neutral
1876,580,72,Call,2023-02-10 22:21:04,55,Negative
1877,822,48,Demo,2023-05-10 18:15:29,72,Neutral
1878,1026,75,Proposal Sent,2024-08-27 17:58:56,34,Negative
1879,532,56,Follow-up,2023-11-15 16:33:35,75,Negative
1880,703,52,Follow-up,2024-05-08 23:23:03,25,Neutral
1881,1014,59,Follow-up,2023-12-24 10:43:55,83,Positive
1882,1416,6,Proposal Sent,2025-02-28 00:14:21,70,Positive
1883,416,86,Follow-up,2023-09-11 07:59:22,115,Neutral
1884,1462,19,Proposal Sent,2023-06-29 02:40:17,83,Negative
1885,975,28,Call,2025-01-24 21:10:21,40,Neutral
1886,418,2,Email,2024-01-25 13:25:51,60,Negative
1887,1106,44,Demo,2024-12-13 05:51:09,87,Positive
1888,144,95,Follow-up,2024-12-13 04:53:24,59,Negative
1889,1403,97,Proposal Sent,2023-09-13 17:49:21,50,Positive
1890,137,25,Proposal Sent,2025-03-10 09:16:35,85,Negative
1891,194,4,Demo,2024-08-23 03:16:52,36,Positive
1892,582,78,Follow-up,2024-03-02 04:04:28,107,Neutral
1893,532,56,Call,2024-10-22 20:06:48,69,Negative
1894,545,18,Meeting,2024-10-20 04:42:23,49,Neutral
1895,1343,15,Email,2023-02-09 17:02:58,48,Negative
1896,1022,34,Follow-up,2024-07-27 13:06:28,64,Neutral
1897,298,53,Demo,2024-07-20 23:18:25,49,Positive
1898,994,78,Email,2025-01-05 09:31:41,24,Neutral
1899,542,20,Meeting,2024-04-19 08:06:35,71,Neutral
1900,421,37,Demo,2024-10-03 03:37:28,107,Negative
1901,1496,75,Follow-up,2023-03-23 19:57:42,29,Neutral
1902,274,52,Meeting,2023-08-20 23:49:40,41,Neutral
1903,1279,22,Demo,2023-06-20 22:15:03,46,Neutral
1904,1204,39,Proposal Sent,2024-01-05 00:18:46,104,Neutral
1905,576,98,Call,2024-10-12 00:40:00,66,Neutral
1906,598,76,Call,2025-01-28 23:44:39,90,Neutral
1907,973,46,Meeting,2023-01-04 03:57:28,102,Neutral
1908,940,65,Call,2023-07-28 08:38:31,73,Positive
1909,1186,80,Demo,2025-03-28 11:31:49,79,Negative
1910,1084,82,Meeting,2023-08-12 15:43:12,77,Negative
1911,153,47,Call,2024-01-28 12:40:16,68,Neutral
1912,888,28,Follow-up,2024-07-14 09:07:49,89,Negative
1913,930,38,Follow-up,2023-09-26 19:27:19,92,Negative
1914,406,14,Follow-up,2023-04-29 22:18:35,102,Negative
1915,1380,78,Follow-up,2023-10-01 00:06:39,39,Positive
1916,1130,26,Call,2023-01-30 07:44:20,103,Positive
1917,1448,17,Email,2024-06-02 05:30:06,51,Negative
1918,808,27,Email,2023-09-12 02:19:42,92,Negative
1919,339,96,Meeting,2023-01-21 17:04:03,96,Positive
1920,763,28,Proposal Sent,2023-05-04 08:40:58,54,Negative
1921,444,91,Email,2024-04-02 04:06:15,59,Positive
1922,9,1,Meeting,2023-06-18 20:05:05,96,Positive
1923,550,27,Call,2025-02-05 02:53:08,22,Neutral
1924,544,97,Email,2024-02-22 16:30:40,56,Neutral
1925,1284,4,Demo,2024-06-19 10:37:45,113,Positive
1926,634,34,Call,2023-08-04 01:40:31,66,Negative
1927,1182,78,Meeting,2024-05-06 20:23:22,36,Positive
1928,1054,22,Demo,2023-12-29 11:29:20,21,Negative
1929,896,100,Email,2024-05-13 01:52:58,103,Negative
1930,479,37,Follow-up,2023-07-16 10:25:27,90,Positive
1931,406,14,Meeting,2023-10-18 08:00:29,81,Negative
1932,1071,88,Call,2023-12-29 04:04:16,75,Neutral
1933,568,61,Call,2024-09-07 04:57:20,17,Negative
1934,356,65,Meeting,2024-02-11 21:00:18,110,Negative
1935,1279,22,Meeting,2024-01-23 08:13:53,81,Negative
1936,89,9,Call,2024-07-22 03:35:01,100,Positive
1937,802,48,Demo,2023-02-28 17:50:36,32,Positive
1938,1175,100,Meeting,2023-02-24 11:54:12,108,Positive
1939,1151,14,Demo,2024-02-29 23:57:45,98,Neutral
1940,878,88,Proposal Sent,2023-03-06 12:48:57,63,Neutral
1941,1091,6,Follow-up,2023-04-18 15:18:53,57,Positive
1942,1054,22,Proposal Sent,2024-02-19 01:11:28,60,Negative
1943,817,57,Proposal Sent,2024-04-09 19:10:00,85,Neutral
1944,1203,54,Email,2023-06-27 18:56:01,57,Negative
1945,1407,70,Email,2025-03-21 18:07:15,16,Negative
1946,1324,60,Call,2023-04-25 06:24:05,59,Negative
1947,429,36,Meeting,2024-03-09 05:18:55,62,Neutral
1948,835,87,Email,2023-03-21 01:28:59,18,Positive
1949,130,3,Proposal Sent,2024-05-09 06:27:24,73,Neutral
1950,730,61,Demo,2024-06-11 18:59:11,32,Positive
1951,169,25,Call,2024-04-26 20:41:31,111,Neutral
1952,1143,16,Email,2023-11-18 08:46:18,51,Positive
1953,583,19,Meeting,2023-12-02 03:46:27,72,Negative
1954,853,27,Proposal Sent,2023-12-14 02:31:53,86,Negative
1955,1477,46,Meeting,2025-01-06 13:05:28,58,Neutral
1956,1280,41,Email,2023-08-29 10:26:39,80,Negative
1957,608,2,Demo,2023-10-12 11:59:42,48,Positive
1958,7,96,Proposal Sent,2024-07-18 00:55:22,21,Positive
1959,1486,25,Call,2023-10-29 19:27:52,25,Negative
1960,700,97,Email,2024-10-16 20:09:47,100,Negative
1961,1038,76,Email,2023-04-27 18:13:56,111,Negative
1962,1475,71,Email,2024-09-15 23:59:58,96,Negative
1963,1401,31,Call,2025-03-31 15:32:10,86,Neutral
1964,1248,7,Meeting,2023-07-14 08:30:07,53,Negative
1965,1068,94,Proposal Sent,2024-10-15 00:39:27,66,Neutral
1966,418,2,Meeting,2025-02-06 14:31:41,54,Positive
1967,921,15,Meeting,2024-05-28 13:47:02,5,Neutral
1968,715,100,Call,2024-06-29 18:17:28,14,Positive
1969,1472,61,Follow-up,2023-10-17 03:20:32,67,Neutral
1970,713,75,Proposal Sent,2024-03-14 11:50:18,24,Neutral
1971,313,100,Proposal Sent,2023-01-01 01:37:38,29,Negative
1972,155,4,Follow-up,2024-06-20 19:17:48,80,Positive
1973,1124,76,Demo,2024-12-20 18:49:09,13,Positive
1974,127,21,Follow-up,2024-06-14 08:26:55,108,Neutral
1975,140,25,Proposal Sent,2023-01-29 06:27:29,106,Positive
1976,527,19,Proposal Sent,2024-05-21 04:24:35,33,Positive
1977,651,27,Proposal Sent,2025-03-28 18:07:50,70,Positive
1978,1261,95,Follow-up,2024-02-19 06:23:12,23,Negative
1979,792,77,Call,2023-03-03 15:05:14,52,Positive
1980,529,48,Email,2024-02-13 11:27:44,104,Positive
1981,718,40,Proposal Sent,2023-10-07 20:31:57,20,Positive
1982,1088,43,Call,2023-07-24 09:02:07,52,Negative
1983,238,29,Follow-up,2024-03-23 14:03:00,8,Positive
1984,306,5,Follow-up,2023-01-20 10:51:21,119,Negative
1985,919,21,Demo,2023-04-27 06:54:41,20,Neutral
1986,989,95,Demo,2024-11-09 20:47:23,59,Neutral
1987,1431,49,Follow-up,2023-05-09 08:40:01,24,Neutral
1988,818,41,Email,2023-04-09 04:41:58,44,Neutral
1989,1434,96,Follow-up,2023-06-15 09:25:41,37,Negative
1990,686,87,Email,2023-10-15 17:11:37,46,Negative
1991,678,59,Email,2024-01-10 18:44:35,33,Negative
1992,1236,20,Email,2023-06-04 12:26:52,72,Positive
1993,895,74,Meeting,2024-04-27 19:01:40,88,Neutral
1994,107,42,Proposal Sent,2023-07-31 09:03:59,80,Positive
1995,236,50,Meeting,2024-04-16 17:50:32,91,Positive
1996,538,22,Follow-up,2024-06-15 04:18:37,62,Neutral
1997,526,21,Call,2024-05-16 00:08:47,84,Neutral
1998,267,62,Proposal Sent,2023-01-07 13:12:10,31,Neutral
1999,239,91,Email,2024-04-16 23:43:40,62,Positive
2000,1363,58,Call,2024-01-21 14:08:11,70,Positive
